ticket_text,category,priority
"It would be great if file upload supported dark mode Just curious about this, not urgent at all.",Feature Request,Low
Does the Enterprise plan include mobile app access Would appreciate a fix in the next few days.,Product Inquiry,Medium
"I lost all my data after the reporting update This is urgent, I need this fixed immediately.",Technical Issue,High
The app keeps crashing every time I open the search section This has been broken for 3 days and no one has responded.,Technical Issue,High
"Please add an export option to file upload Just curious about this, not urgent at all.",Feature Request,Low
I am locked out of my account after too many login attempts This is affecting my work but I have a workaround for now.,Account Access,Medium
Getting a 500 server error on the notifications page This is a major issue affecting our production system.,Technical Issue,High
I was charged twice for my Premium subscription this month Please look into this when you get a chance.,Billing,Medium
I forgot my password and the reset link is not working Would appreciate a fix in the next few days.,Account Access,Medium
Can you explain the extra charge on my last Premium invoice This is affecting my work but I have a workaround for now.,Billing,Medium
The two factor authentication code never arrives Please look into this when you get a chance.,Account Access,Medium
I am locked out of my account after too many login attempts This is a major issue affecting our production system.,Account Access,High
"Requesting a bulk upload option in mobile app Just curious about this, not urgent at all.",Feature Request,Low
I am locked out of my account after too many login attempts This is affecting my work but I have a workaround for now.,Account Access,Medium
I need a refund for the annual plan I cancelled last week Please look into this when you get a chance.,Billing,Medium
"The app keeps crashing every time I open the dashboard section This is urgent, I need this fixed immediately.",Technical Issue,High
Why did my card get billed for Enterprise when I already cancelled Not blocking me completely but it's annoying.,Billing,Medium
"Can you add keyboard shortcuts for file upload No rush, just wanted to flag this.",Feature Request,Low
"How many users can I add under the Pro plan Low priority, just wanted to check.",Product Inquiry,Low
Why did my card get billed for Premium when I already cancelled This is affecting my work but I have a workaround for now.,Billing,Medium
"The chat support button does nothing when I click it Low priority, just wanted to check.",Technical Issue,Low
Getting a 500 server error on the file upload page Would appreciate a fix in the next few days.,Technical Issue,Medium
"Is there a student discount available for Basic Just curious about this, not urgent at all.",Product Inquiry,Low
"Is there a student discount available for Pro This is a minor issue, whenever convenient.",Product Inquiry,Low
It would be great if billing portal supported dark mode Please look into this when you get a chance.,Feature Request,Medium
My account got suspended and I do not know why This is affecting my work but I have a workaround for now.,Account Access,Medium
"Please add an export option to reporting Low priority, just wanted to check.",Feature Request,Low
I need a refund for the Pro plan I cancelled last week Not blocking me completely but it's annoying.,Billing,Medium
"A calendar view for search would be really useful This is a minor issue, whenever convenient.",Feature Request,Low
"I want to update my payment method for monthly No rush, just wanted to flag this.",Billing,Low
"Requesting a bulk upload option in file upload Low priority, just wanted to check.",Feature Request,Low
billing portal is not loading at all on my device Not blocking me completely but it's annoying.,Technical Issue,Medium
"I forgot my password and the reset link is not working This is blocking my entire team from working, please help ASAP.",Account Access,High
"A calendar view for dashboard would be really useful This is a minor issue, whenever convenient.",Feature Request,Low
"How many users can I add under the Premium plan Low priority, just wanted to check.",Product Inquiry,Low
I am getting an error message when I try to use file upload I have a deadline today and this is critical.,Technical Issue,High
"Do you offer a trial for billing portal before upgrading Low priority, just wanted to check.",Product Inquiry,Low
The dashboard button does nothing when I click it This is a major issue affecting our production system.,Technical Issue,High
"I was charged twice for my monthly subscription this month Just curious about this, not urgent at all.",Billing,Low
The discount code did not apply to my Premium purchase This is a major issue affecting our production system.,Billing,High
Do you offer a trial for analytics before upgrading Not blocking me completely but it's annoying.,Product Inquiry,Medium
"Please add an export option to reporting This is a minor issue, whenever convenient.",Feature Request,Low
I would love to see offline support for analytics This is affecting my work but I have a workaround for now.,Feature Request,Medium
The app keeps crashing every time I open the dashboard section This has been broken for 3 days and no one has responded.,Technical Issue,High
"What is the difference between Basic and the free plan Low priority, just wanted to check.",Product Inquiry,Low
"What integrations are supported with export tool This is a minor issue, whenever convenient.",Product Inquiry,Low
"How many users can I add under the Enterprise plan Low priority, just wanted to check.",Product Inquiry,Low
I am locked out of my account after too many login attempts Not blocking me completely but it's annoying.,Account Access,Medium
Getting a 500 server error on the chat support page This is a major issue affecting our production system.,Technical Issue,High
"Can you add keyboard shortcuts for dashboard Just curious about this, not urgent at all.",Feature Request,Low
Can you explain the extra charge on my last Enterprise invoice This is a major issue affecting our production system.,Billing,High
I forgot my password and the reset link is not working Please look into this when you get a chance.,Account Access,Medium
The website is extremely slow when I access billing portal Would appreciate a fix in the next few days.,Technical Issue,Medium
"It would be great if search supported dark mode Low priority, just wanted to check.",Feature Request,Low
"How many users can I add under the Enterprise plan Low priority, just wanted to check.",Product Inquiry,Low
I need to change the email linked to my account This is a major issue affecting our production system.,Account Access,High
Someone else may have accessed my account without permission This has been broken for 3 days and no one has responded.,Account Access,High
"Please add an export option to dashboard Just curious about this, not urgent at all.",Feature Request,Low
It would be great if notifications supported dark mode This is a major issue affecting our production system.,Feature Request,High
The discount code did not apply to my Premium purchase I have a deadline today and this is critical.,Billing,High
I need to change the email linked to my account This is affecting my work but I have a workaround for now.,Account Access,Medium
Please consider adding multi-language support to notifications This is affecting my work but I have a workaround for now.,Feature Request,Medium
I need to change the email linked to my account This is a major issue affecting our production system.,Account Access,High
I need a refund for the Basic plan I cancelled last week This is affecting my work but I have a workaround for now.,Billing,Medium
What integrations are supported with analytics Not blocking me completely but it's annoying.,Product Inquiry,Medium
I am getting an error message when I try to use file upload I have a deadline today and this is critical.,Technical Issue,High
I was charged twice for my Pro subscription this month Would appreciate a fix in the next few days.,Billing,Medium
Do you offer a trial for mobile app before upgrading Not blocking me completely but it's annoying.,Product Inquiry,Medium
"Can I use search on multiple devices No rush, just wanted to flag this.",Product Inquiry,Low
I need to change the email linked to my account Please look into this when you get a chance.,Account Access,Medium
"Can you explain the extra charge on my last monthly invoice Low priority, just wanted to check.",Billing,Low
Please consider adding multi-language support to file upload Please look into this when you get a chance.,Feature Request,Medium
"Someone else may have accessed my account without permission This is blocking my entire team from working, please help ASAP.",Account Access,High
A calendar view for search would be really useful This is affecting my work but I have a workaround for now.,Feature Request,Medium
My account got suspended and I do not know why Please look into this when you get a chance.,Account Access,Medium
"Does the annual plan include billing portal access Just curious about this, not urgent at all.",Product Inquiry,Low
"Getting a 500 server error on the chat support page This is urgent, I need this fixed immediately.",Technical Issue,High
"It would be great if export tool supported dark mode This is a minor issue, whenever convenient.",Feature Request,Low
Please consider adding multi-language support to billing portal This is a major issue affecting our production system.,Feature Request,High
The website is extremely slow when I access export tool This is affecting my work but I have a workaround for now.,Technical Issue,Medium
"I want to update my payment method for Pro This is urgent, I need this fixed immediately.",Billing,High
Can I use file upload on multiple devices Please look into this when you get a chance.,Product Inquiry,Medium
"I need to change the email linked to my account This is urgent, I need this fixed immediately.",Account Access,High
I need to change the email linked to my account This has been broken for 3 days and no one has responded.,Account Access,High
I lost all my data after the reporting update Please look into this when you get a chance.,Technical Issue,Medium
I lost all my data after the mobile app update Please look into this when you get a chance.,Technical Issue,Medium
"Do you offer a trial for billing portal before upgrading This is urgent, I need this fixed immediately.",Product Inquiry,High
Please consider adding multi-language support to notifications This has been broken for 3 days and no one has responded.,Feature Request,High
"Getting a 500 server error on the dashboard page Low priority, just wanted to check.",Technical Issue,Low
"I am locked out of my account after too many login attempts No rush, just wanted to flag this.",Account Access,Low
Please consider adding multi-language support to notifications Please look into this when you get a chance.,Feature Request,Medium
"Please add an export option to analytics Low priority, just wanted to check.",Feature Request,Low
Can you explain the extra charge on my last annual invoice Would appreciate a fix in the next few days.,Billing,Medium
Does the monthly plan include billing portal access Would appreciate a fix in the next few days.,Product Inquiry,Medium
The discount code did not apply to my Enterprise purchase This is affecting my work but I have a workaround for now.,Billing,Medium
It would be great if mobile app supported dark mode Not blocking me completely but it's annoying.,Feature Request,Medium
I want to update my payment method for monthly Not blocking me completely but it's annoying.,Billing,Medium
I am getting an error message when I try to use mobile app This is a major issue affecting our production system.,Technical Issue,High
The website is extremely slow when I access billing portal Would appreciate a fix in the next few days.,Technical Issue,Medium
"How many users can I add under the Enterprise plan This is urgent, I need this fixed immediately.",Product Inquiry,High
"I need to change the email linked to my account This is blocking my entire team from working, please help ASAP.",Account Access,High
I would love to see offline support for search This is affecting my work but I have a workaround for now.,Feature Request,Medium
I was charged twice for my monthly subscription this month Please look into this when you get a chance.,Billing,Medium
"How many users can I add under the Basic plan This is a minor issue, whenever convenient.",Product Inquiry,Low
"My invoice shows an incorrect amount for monthly No rush, just wanted to flag this.",Billing,Low
"How many users can I add under the Pro plan This is urgent, I need this fixed immediately.",Product Inquiry,High
"Why did my card get billed for annual when I already cancelled This is blocking my entire team from working, please help ASAP.",Billing,High
Can I use analytics on multiple devices This is affecting my work but I have a workaround for now.,Product Inquiry,Medium
I need to change the email linked to my account Would appreciate a fix in the next few days.,Account Access,Medium
"I was charged twice for my Premium subscription this month This is a minor issue, whenever convenient.",Billing,Low
My account got suspended and I do not know why This is a major issue affecting our production system.,Account Access,High
My invoice shows an incorrect amount for Basic This is affecting my work but I have a workaround for now.,Billing,Medium
"Why did my card get billed for Basic when I already cancelled This is urgent, I need this fixed immediately.",Billing,High
"Can you add keyboard shortcuts for notifications This is a minor issue, whenever convenient.",Feature Request,Low
"Getting a 500 server error on the search page This is blocking my entire team from working, please help ASAP.",Technical Issue,High
I lost all my data after the dashboard update Not blocking me completely but it's annoying.,Technical Issue,Medium
It would be great if chat support supported dark mode Please look into this when you get a chance.,Feature Request,Medium
"Please add an export option to billing portal No rush, just wanted to flag this.",Feature Request,Low
Can you add keyboard shortcuts for search This is affecting my work but I have a workaround for now.,Feature Request,Medium
"I cannot log into my account, it says password incorrect Not blocking me completely but it's annoying.",Account Access,Medium
What is the difference between Pro and the free plan I have a deadline today and this is critical.,Product Inquiry,High
I am locked out of my account after too many login attempts This has been broken for 3 days and no one has responded.,Account Access,High
"I was charged twice for my monthly subscription this month This is a minor issue, whenever convenient.",Billing,Low
The notifications button does nothing when I click it Please look into this when you get a chance.,Technical Issue,Medium
Getting a 500 server error on the export tool page Not blocking me completely but it's annoying.,Technical Issue,Medium
"Getting a 500 server error on the file upload page This is urgent, I need this fixed immediately.",Technical Issue,High
I am locked out of my account after too many login attempts This is affecting my work but I have a workaround for now.,Account Access,Medium
"What is the difference between Basic and the free plan No rush, just wanted to flag this.",Product Inquiry,Low
"What is the difference between Pro and the free plan Low priority, just wanted to check.",Product Inquiry,Low
I am locked out of my account after too many login attempts Would appreciate a fix in the next few days.,Account Access,Medium
dashboard is not loading at all on my device Please look into this when you get a chance.,Technical Issue,Medium
"I am locked out of my account after too many login attempts This is blocking my entire team from working, please help ASAP.",Account Access,High
I am locked out of my account after too many login attempts This is a major issue affecting our production system.,Account Access,High
I lost all my data after the mobile app update This is a major issue affecting our production system.,Technical Issue,High
"What integrations are supported with export tool Low priority, just wanted to check.",Product Inquiry,Low
"I cannot log into my account, it says password incorrect This is affecting my work but I have a workaround for now.",Account Access,Medium
export tool is not loading at all on my device This is a major issue affecting our production system.,Technical Issue,High
"I lost all my data after the analytics update No rush, just wanted to flag this.",Technical Issue,Low
Do you offer a trial for dashboard before upgrading Not blocking me completely but it's annoying.,Product Inquiry,Medium
"What integrations are supported with billing portal This is a minor issue, whenever convenient.",Product Inquiry,Low
